,State,id_country,log_S,lat_S,category,1_period,2_period,3_period,4_period,5_period,6_period,7_period,8_period,9_period,10_period,primary,secondary,tertiary,quaternary
11164,New York,197,-60.53598957272729,43.4049572,Nat,97,23,17,14,55,66,52,73,88,83,56,20,89,67
11165,New York,197,-60.53598957272729,43.4049572,Vet,83,38,57,70,80,20,19,18,81,60,75,17,59,18
11166,New York,197,-60.53598957272729,43.4049572,Ene,34,41,15,66,79,89,67,34,81,85,86,76,71,71
11167,New York,197,-60.53598957272729,43.4049572,hom,84,73,38,58,90,84,70,98,73,31,40,88,36,59
11168,New York,197,-60.53598957272729,43.4049572,Tra,62,99,66,72,83,70,86,33,72,69,81,42,86,30
11169,New York,197,-60.53598957272729,43.4049572,Una,64,56,33,60,38,35,50,81,26,83,30,99,63,87
11170,North Carolina,197,-77.70028960925926,38.10959032999999,Ayu,75,13,34,12,96,62,96,30,55,50,73,52,67,56
11171,North Carolina,197,-77.70028960925926,38.10959032999999,Chi,95,99,23,52,28,26,88,16,48,50,69,42,55,39
11172,North Carolina,197,-77.70028960925926,38.10959032999999,Den,16,61,35,61,66,78,85,83,41,90,26,44,57,60
11173,North Carolina,197,-77.70028960925926,38.10959032999999,Allo,34,65,63,20,34,17,26,57,75,31,19,76,70,31
11174,North Carolina,197,-77.70028960925926,38.10959032999999,Nat,66,82,27,59,53,15,44,60,50,77,74,13,82,80
11175,North Carolina,197,-77.70028960925926,38.10959032999999,Vet,87,32,81,87,38,59,27,76,26,57,74,27,60,78
11176,North Carolina,197,-77.70028960925926,38.10959032999999,Ene,92,32,20,48,40,89,43,66,32,49,97,64,80,20
11177,North Carolina,197,-77.70028960925926,38.10959032999999,hom,27,83,59,66,65,68,67,90,78,80,13,83,63,27
11178,North Carolina,197,-77.70028960925926,38.10959032999999,Tra,12,40,94,49,37,74,44,26,34,69,71,89,61,30
11179,North Carolina,197,-77.70028960925926,38.10959032999999,Una,87,72,14,92,81,90,11,71,29,76,10,23,89,88
11180,Ohio,197,-19.644887033333337,46.44418636666666,Ayu,68,56,80,69,54,75,35,48,55,90,91,54,22,87
11181,Ohio,197,-19.644887033333337,46.44418636666666,Chi,44,31,20,71,37,95,75,66,66,16,73,87,95,59
11182,Ohio,197,-19.644887033333337,46.44418636666666,Den,77,85,97,29,62,82,56,97,43,26,97,83,24,99
11183,Ohio,197,-19.644887033333337,46.44418636666666,Allo,87,41,98,34,33,94,38,50,35,14,46,84,45,15
11184,Ohio,197,-19.644887033333337,46.44418636666666,Nat,66,93,49,98,88,83,61,52,69,52,38,23,80,69
11185,Ohio,197,-19.644887033333337,46.44418636666666,Vet,50,33,83,86,66,82,79,47,46,98,95,73,31,88
11186,Ohio,197,-19.644887033333337,46.44418636666666,Ene,10,33,14,60,11,69,15,35,75,94,66,26,21,78
11187,Ohio,197,-19.644887033333337,46.44418636666666,hom,65,39,58,43,43,87,45,83,32,13,25,16,71,22
11188,Ohio,197,-19.644887033333337,46.44418636666666,Tra,33,80,19,96,79,69,10,96,36,14,48,14,17,14
11189,Ohio,197,-19.644887033333337,46.44418636666666,Una,97,68,51,97,70,19,80,38,64,34,96,65,45,96
11190,Oklahoma,197,-93.3780374,34.4149617,Ayu,52,35,73,84,95,62,60,63,11,35,41,31,99,63
11191,Oklahoma,197,-93.3780374,34.4149617,Chi,64,60,74,79,17,61,23,21,80,17,15,67,29,95
11192,Oklahoma,197,-93.3780374,34.4149617,Den,35,43,99,16,29,34,44,29,56,86,48,31,83,82
11193,Oklahoma,197,-93.3780374,34.4149617,Allo,38,18,50,84,16,89,17,56,58,30,32,57,44,12
11194,Oklahoma,197,-93.3780374,34.4149617,Nat,77,76,70,24,81,45,65,17,38,18,43,24,65,31
11195,Oklahoma,197,-93.3780374,34.4149617,Vet,68,57,91,15,22,47,94,93,90,36,10,25,47,55
11196,Oklahoma,197,-93.3780374,34.4149617,Ene,68,78,97,17,33,97,89,51,65,70,83,53,55,15
11197,Oklahoma,197,-93.3780374,34.4149617,hom,36,30,77,79,36,39,87,51,54,66,74,96,56,18
11198,Oklahoma,197,-93.3780374,34.4149617,Tra,83,56,24,44,58,21,27,52,88,56,48,50,33,34
11199,Oklahoma,197,-93.3780374,34.4149617,Una,65,21,13,13,13,50,10,80,27,69,21,11,57,71
11200,Oregon,197,-122.674194,45.5202471,Ayu,30,81,73,46,78,55,71,44,30,86,92,98,89,18
11201,Oregon,197,-122.674194,45.5202471,Chi,52,89,12,15,51,74,45,84,77,52,26,29,89,93
11202,Oregon,197,-122.674194,45.5202471,Den,17,77,93,71,86,85,27,36,37,75,19,80,92,91
11203,Oregon,197,-122.674194,45.5202471,Allo,60,95,86,58,89,62,62,11,17,73,19,31,24,20
11204,Oregon,197,-122.674194,45.5202471,Nat,42,82,32,16,43,68,13,81,37,30,12,30,97,81
11205,Oregon,197,-122.674194,45.5202471,Vet,27,96,49,63,44,44,65,23,94,21,64,11,40,61
11206,Oregon,197,-122.674194,45.5202471,Ene,40,77,51,82,13,86,79,10,79,33,90,90,10,78
11207,Oregon,197,-122.674194,45.5202471,hom,53,83,28,54,26,47,44,68,74,42,75,74,15,39
11208,Oregon,197,-122.674194,45.5202471,Tra,70,56,91,69,84,37,41,52,38,48,18,99,75,89
11209,Oregon,197,-122.674194,45.5202471,Una,14,84,84,63,77,40,75,51,49,75,92,46,19,27
11210,Pennsylvania,197,-85.76422886666667,39.84302209999999,Ayu,60,81,75,47,24,47,20,71,91,39,10,92,15,72
11211,Pennsylvania,197,-85.76422886666667,39.84302209999999,Chi,90,44,94,43,53,28,45,91,73,21,18,89,23,94
11212,Pennsylvania,197,-85.76422886666667,39.84302209999999,Den,97,34,28,29,84,28,12,79,91,42,27,12,89,85
11213,Pennsylvania,197,-85.76422886666667,39.84302209999999,Allo,20,17,71,96,17,22,47,38,73,33,87,65,35,25
11214,Pennsylvania,197,-85.76422886666667,39.84302209999999,Nat,51,54,56,42,17,79,99,55,67,54,23,82,23,16
11215,Pennsylvania,197,-85.76422886666667,39.84302209999999,Vet,56,59,11,43,47,98,19,23,59,58,57,23,24,12
11216,Pennsylvania,197,-85.76422886666667,39.84302209999999,Ene,54,28,90,95,22,92,94,45,21,91,36,72,35,43
11217,Pennsylvania,197,-85.76422886666667,39.84302209999999,hom,27,27,79,22,95,90,71,89,64,66,73,62,34,39
11218,Pennsylvania,197,-85.76422886666667,39.84302209999999,Tra,41,12,80,16,23,60,45,16,73,42,81,36,93,13
11219,Pennsylvania,197,-85.76422886666667,39.84302209999999,Una,84,16,77,33,47,23,22,41,45,50,33,76,17,80
11220,Puerto Rico,197,-66.1116969,18.3581491,Ayu,33,92,16,39,69,41,20,62,85,98,28,67,48,94
11221,Puerto Rico,197,-66.1116969,18.3581491,Chi,33,93,86,92,90,43,79,90,73,67,79,27,40,53
11222,Puerto Rico,197,-66.1116969,18.3581491,Den,99,50,65,77,92,67,64,97,76,59,12,35,31,45
11223,Puerto Rico,197,-66.1116969,18.3581491,Allo,89,35,59,11,44,83,83,64,11,88,47,23,68,48
11224,Puerto Rico,197,-66.1116969,18.3581491,Nat,24,13,78,95,11,76,42,44,15,73,45,31,20,20
11225,Puerto Rico,197,-66.1116969,18.3581491,Vet,52,54,64,95,35,54,43,24,84,15,17,92,91,39
11226,Puerto Rico,197,-66.1116969,18.3581491,Ene,10,17,85,42,18,29,14,88,11,62,37,72,81,25
11227,Puerto Rico,197,-66.1116969,18.3581491,hom,45,14,76,49,26,47,18,11,30,95,32,54,19,41
11228,Puerto Rico,197,-66.1116969,18.3581491,Tra,49,60,11,39,64,21,63,43,82,63,89,46,50,47
11229,Puerto Rico,197,-66.1116969,18.3581491,Una,54,55,58,78,26,45,88,56,97,45,84,47,51,55
11230,South Carolina,197,-85.4981136625,33.5038415375,Ayu,91,45,18,43,71,95,19,82,56,87,62,95,93,92
11231,South Carolina,197,-85.4981136625,33.5038415375,Chi,20,15,91,24,59,51,85,18,91,17,61,95,75,87
11232,South Carolina,197,-85.4981136625,33.5038415375,Den,50,80,20,92,54,79,81,20,46,14,62,28,27,79
11233,South Carolina,197,-85.4981136625,33.5038415375,Allo,10,56,45,66,98,24,78,55,12,86,97,59,73,11
11234,South Carolina,197,-85.4981136625,33.5038415375,Nat,99,38,25,29,24,89,75,46,73,83,86,79,35,82
11235,South Carolina,197,-85.4981136625,33.5038415375,Vet,80,79,21,37,72,54,52,92,91,70,87,26,66,10
11236,South Carolina,197,-85.4981136625,33.5038415375,Ene,13,41,56,74,49,89,68,44,80,34,85,12,93,71
11237,South Carolina,197,-85.4981136625,33.5038415375,hom,82,39,13,33,25,44,26,25,57,95,50,30,36,56
11238,South Carolina,197,-85.4981136625,33.5038415375,Tra,25,21,57,67,22,44,70,68,39,50,35,98,65,39
11239,South Carolina,197,-85.4981136625,33.5038415375,Una,85,31,92,79,65,42,35,47,15,67,19,95,73,98
11240,South Dakota,197,-97.37153,43.6719795,Ayu,72,10,45,71,30,18,85,61,99,53,14,30,70,98
11241,South Dakota,197,-97.37153,43.6719795,Chi,17,53,31,60,42,33,77,98,43,23,98,19,50,53
11242,South Dakota,197,-97.37153,43.6719795,Den,24,26,29,77,43,18,24,16,55,78,76,34,64,11
11243,South Dakota,197,-97.37153,43.6719795,Allo,91,72,40,36,23,35,32,75,93,54,85,85,11,56
11244,South Dakota,197,-97.37153,43.6719795,Nat,94,51,13,39,87,62,32,78,68,29,20,59,59,54
11245,South Dakota,197,-97.37153,43.6719795,Vet,80,82,76,94,52,68,26,43,21,28,97,17,47,87
11246,South Dakota,197,-97.37153,43.6719795,Ene,66,79,86,75,25,42,29,23,22,98,27,15,61,62
11247,South Dakota,197,-97.37153,43.6719795,hom,87,29,26,87,84,22,31,67,27,74,98,17,24,58
11248,South Dakota,197,-97.37153,43.6719795,Tra,30,16,11,59,53,65,22,50,12,94,47,63,24,80
11249,South Dakota,197,-97.37153,43.6719795,Una,54,36,45,56,59,33,99,34,75,99,92,14,64,93
11250,Tennessee,197,-91.5477345,34.3822286,Ayu,43,43,90,83,13,77,30,80,36,20,49,63,68,45
11251,Tennessee,197,-91.5477345,34.3822286,Chi,23,60,66,41,97,33,77,95,22,53,98,67,92,61
11252,Tennessee,197,-91.5477345,34.3822286,Den,32,47,77,78,38,97,28,54,71,36,37,39,68,98
11253,Tennessee,197,-91.5477345,34.3822286,Allo,60,64,47,10,76,88,97,50,98,19,73,38,97,13
11254,Tennessee,197,-91.5477345,34.3822286,Nat,50,53,70,86,40,42,28,29,26,28,62,15,77,24
11255,Tennessee,197,-91.5477345,34.3822286,Vet,59,91,19,39,74,87,48,42,32,87,65,10,83,65
11256,Tennessee,197,-91.5477345,34.3822286,Ene,80,19,18,46,67,67,28,13,65,88,52,56,82,31
11257,Tennessee,197,-91.5477345,34.3822286,hom,26,72,14,35,56,52,68,12,39,34,11,30,41,62
11258,Tennessee,197,-91.5477345,34.3822286,Tra,32,20,50,59,41,38,37,14,81,51,78,78,44,51
11259,Tennessee,197,-91.5477345,34.3822286,Una,43,64,90,77,32,46,85,67,14,69,73,32,73,83
11260,Texas,197,-96.66678165555555,31.36630377777778,Ayu,91,62,68,57,23,51,64,50,67,52,13,98,32,20
11261,Texas,197,-96.66678165555555,31.36630377777778,Chi,93,56,21,95,88,84,69,25,33,59,14,37,20,20
11262,Texas,197,-96.66678165555555,31.36630377777778,Den,59,27,22,63,84,40,89,32,88,26,59,26,93,29
11263,Texas,197,-96.66678165555555,31.36630377777778,Allo,97,70,21,46,19,56,54,55,43,28,45,16,27,48
11264,Texas,197,-96.66678165555555,31.36630377777778,Nat,42,63,21,88,52,72,87,22,33,34,22,87,12,18
11265,Texas,197,-96.66678165555555,31.36630377777778,Vet,93,12,14,89,94,19,19,11,52,72,65,52,90,23
11266,Texas,197,-96.66678165555555,31.36630377777778,Ene,62,59,88,93,60,72,78,26,98,26,95,90,78,24
11267,Texas,197,-96.66678165555555,31.36630377777778,hom,20,58,98,64,53,44,44,24,23,25,10,98,68,59
11268,Texas,197,-96.66678165555555,31.36630377777778,Tra,45,85,15,51,14,60,16,91,98,54,81,98,82,73
11269,Texas,197,-96.66678165555555,31.36630377777778,Una,66,52,26,18,67,30,41,34,23,97,26,23,10,18
11270,Utah,197,-99.383093,36.93387345,Ayu,99,40,79,54,71,71,67,48,25,56,74,35,96,14
11271,Utah,197,-99.383093,36.93387345,Chi,23,64,56,35,84,28,24,84,95,72,33,34,79,78
11272,Utah,197,-99.383093,36.93387345,Den,35,95,15,52,69,14,22,73,39,22,68,17,14,90
11273,Utah,197,-99.383093,36.93387345,Allo,88,47,27,76,50,31,73,47,62,29,42,46,48,26
11274,Utah,197,-99.383093,36.93387345,Nat,20,17,34,46,15,34,61,38,32,88,37,81,43,31
11275,Utah,197,-99.383093,36.93387345,Vet,36,16,87,21,90,44,96,17,36,29,96,84,44,60
11276,Utah,197,-99.383093,36.93387345,Ene,90,86,78,69,13,21,93,81,47,72,48,92,43,85
11277,Utah,197,-99.383093,36.93387345,hom,22,43,33,94,95,47,18,34,13,37,81,35,65,51
11278,Utah,197,-99.383093,36.93387345,Tra,84,19,36,68,43,72,76,19,34,70,18,68,56,44
11279,Utah,197,-99.383093,36.93387345,Una,97,74,10,48,44,92,67,29,74,56,36,29,57,32
11280,Virginia,197,-68.39138799229083,40.19876373333333,Ayu,10,58,98,87,45,87,24,30,89,61,29,35,16,87
11281,Virginia,197,-68.39138799229083,40.19876373333333,Chi,10,25,34,42,31,19,81,54,81,20,63,13,49,99
11282,Virginia,197,-68.39138799229083,40.19876373333333,Den,55,17,85,99,74,27,33,19,90,67,18,55,37,57
11283,Virginia,197,-68.39138799229083,40.19876373333333,Allo,70,94,38,49,94,22,27,63,72,20,41,40,10,55
11284,Virginia,197,-68.39138799229083,40.19876373333333,Nat,29,89,54,84,95,93,18,81,12,40,39,38,89,17
11285,Virginia,197,-68.39138799229083,40.19876373333333,Vet,46,90,98,94,90,82,79,38,36,39,99,10,67,43
11286,Virginia,197,-68.39138799229083,40.19876373333333,Ene,51,59,86,13,15,73,58,18,16,34,61,69,45,51
11287,Virginia,197,-68.39138799229083,40.19876373333333,hom,48,88,36,52,46,70,39,16,65,96,42,87,21,95
11288,Virginia,197,-68.39138799229083,40.19876373333333,Tra,15,93,89,50,10,78,15,44,29,97,12,52,87,78
11289,Virginia,197,-68.39138799229083,40.19876373333333,Una,38,97,86,83,77,11,43,67,36,42,16,60,77,76
11290,Washington,197,-109.10503512222222,46.1425339,Ayu,89,24,89,97,61,51,49,16,39,51,48,60,67,78
11291,Washington,197,-109.10503512222222,46.1425339,Chi,31,12,27,26,25,19,78,13,71,81,77,26,27,33
11292,Washington,197,-109.10503512222222,46.1425339,Den,22,97,84,71,92,35,60,43,61,10,75,15,41,70
11293,Washington,197,-109.10503512222222,46.1425339,Allo,31,64,40,78,19,73,43,39,57,37,20,28,98,63
11294,Washington,197,-109.10503512222222,46.1425339,Nat,96,28,29,51,88,18,85,25,53,16,80,28,22,20
11295,Washington,197,-109.10503512222222,46.1425339,Vet,79,93,13,96,20,77,74,79,38,68,42,53,87,52
11296,Washington,197,-109.10503512222222,46.1425339,Ene,24,34,40,87,87,65,97,80,84,63,11,35,91,53
11297,Washington,197,-109.10503512222222,46.1425339,hom,62,73,52,85,91,10,84,72,72,18,53,24,77,84
11298,Washington,197,-109.10503512222222,46.1425339,Tra,93,60,30,80,73,56,19,16,88,23,91,58,25,69
11299,Washington,197,-109.10503512222222,46.1425339,Una,13,78,36,98,27,34,63,74,18,98,79,31,28,67
11300,Wisconsin,197,-88.55924449999999,43.43694983333334,Ayu,59,92,41,19,34,80,66,77,58,96,15,98,82,21
11301,Wisconsin,197,-88.55924449999999,43.43694983333334,Chi,49,35,75,60,24,93,19,88,55,67,41,32,38,59
11302,Wisconsin,197,-88.55924449999999,43.43694983333334,Den,91,47,56,61,94,44,69,15,12,83,75,66,80,40
11303,Wisconsin,197,-88.55924449999999,43.43694983333334,Allo,62,84,98,44,18,58,70,62,28,11,28,22,29,39
11304,Wisconsin,197,-88.55924449999999,43.43694983333334,Nat,21,65,27,44,34,38,34,73,71,84,50,92,83,60
11305,Wisconsin,197,-88.55924449999999,43.43694983333334,Vet,41,93,26,26,60,81,72,10,57,40,67,78,62,45
11306,Wisconsin,197,-88.55924449999999,43.43694983333334,Ene,25,91,94,45,65,68,27,48,40,87,34,63,19,52
11307,Wisconsin,197,-88.55924449999999,43.43694983333334,hom,49,45,13,89,34,20,62,89,29,11,61,74,98,24
11308,Wisconsin,197,-88.55924449999999,43.43694983333334,Tra,13,66,95,20,76,46,86,70,68,67,34,38,18,38
11309,Wisconsin,197,-88.55924449999999,43.43694983333334,Una,45,92,44,43,63,90,69,56,59,71,89,23,36,16
11310,Artigas Department,198,-56.9373451,-30.6170756,Ayu,96,42,28,51,13,24,37,40,57,58,73,68,77,91
11311,Artigas Department,198,-56.9373451,-30.6170756,Chi,68,90,53,63,15,78,79,54,17,11,52,11,19,72
11312,Artigas Department,198,-56.9373451,-30.6170756,Den,17,71,52,21,95,31,78,97,19,91,10,42,71,65
11313,Artigas Department,198,-56.9373451,-30.6170756,Allo,29,43,29,17,47,58,40,52,13,45,94,28,35,98
11314,Artigas Department,198,-56.9373451,-30.6170756,Nat,40,35,51,43,99,20,22,57,86,30,86,70,25,40
11315,Artigas Department,198,-56.9373451,-30.6170756,Vet,41,10,56,43,42,48,99,15,72,67,86,66,36,11
11316,Artigas Department,198,-56.9373451,-30.6170756,Ene,43,29,95,42,25,33,11,82,64,14,93,13,29,49
11317,Artigas Department,198,-56.9373451,-30.6170756,hom,75,72,10,98,20,56,19,90,69,63,58,88,49,20
11318,Artigas Department,198,-56.9373451,-30.6170756,Tra,58,13,28,89,41,67,98,46,21,76,10,49,39,55
11319,Artigas Department,198,-56.9373451,-30.6170756,Una,80,25,13,25,74,94,18,66,11,36,60,93,50,18
11320,Canelones Department,198,-43.06490668328292,-13.316856185714286,Ayu,77,60,72,26,11,17,22,65,47,72,81,16,78,59
11321,Canelones Department,198,-43.06490668328292,-13.316856185714286,Chi,68,80,76,54,58,52,16,31,43,47,95,65,18,32
11322,Canelones Department,198,-43.06490668328292,-13.316856185714286,Den,47,67,76,50,36,86,11,47,94,85,63,83,82,37
11323,Canelones Department,198,-43.06490668328292,-13.316856185714286,Allo,37,68,17,84,31,88,53,33,18,64,83,28,14,28
11324,Canelones Department,198,-43.06490668328292,-13.316856185714286,Nat,15,15,82,87,27,51,79,60,42,85,46,84,18,85
11325,Canelones Department,198,-43.06490668328292,-13.316856185714286,Vet,87,43,13,27,97,83,79,95,64,52,26,49,96,26
11326,Canelones Department,198,-43.06490668328292,-13.316856185714286,Ene,44,59,82,71,67,28,51,36,71,42,92,61,30,65
11327,Canelones Department,198,-43.06490668328292,-13.316856185714286,hom,32,83,15,48,59,30,63,27,98,52,34,15,90,52
11328,Canelones Department,198,-43.06490668328292,-13.316856185714286,Tra,37,20,47,66,87,98,36,47,65,59,94,95,39,32
11329,Canelones Department,198,-43.06490668328292,-13.316856185714286,Una,54,70,10,61,39,86,73,38,87,78,91,48,30,35
11330,Cerro Largo Department,198,-60.9958962,-21.17231055,Ayu,20,36,32,98,14,41,85,51,29,69,85,84,23,10
11331,Cerro Largo Department,198,-60.9958962,-21.17231055,Chi,45,94,45,87,66,18,32,96,17,82,50,46,10,40
11332,Cerro Largo Department,198,-60.9958962,-21.17231055,Den,25,14,98,73,33,45,68,42,84,83,77,99,44,61
11333,Cerro Largo Department,198,-60.9958962,-21.17231055,Allo,92,80,22,66,58,89,55,32,11,45,58,63,65,31
11334,Cerro Largo Department,198,-60.9958962,-21.17231055,Nat,72,79,13,49,70,66,77,59,38,21,17,97,24,91
11335,Cerro Largo Department,198,-60.9958962,-21.17231055,Vet,27,16,60,69,57,35,66,30,48,19,11,56,61,24
11336,Cerro Largo Department,198,-60.9958962,-21.17231055,Ene,64,99,32,16,46,92,14,19,15,50,60,79,48,73
11337,Cerro Largo Department,198,-60.9958962,-21.17231055,hom,18,53,58,38,72,55,13,53,97,50,10,12,89,48
11338,Cerro Largo Department,198,-60.9958962,-21.17231055,Tra,81,32,67,58,24,53,84,28,69,24,66,46,24,62
11339,Cerro Largo Department,198,-60.9958962,-21.17231055,Una,55,51,41,65,23,29,59,27,97,55,16,40,59,82
11340,Colonia Department,198,-57.7870309,-34.250584,Ayu,11,38,92,63,78,15,88,31,27,45,44,41,45,33
11341,Colonia Department,198,-57.7870309,-34.250584,Chi,67,42,12,27,14,82,64,72,47,91,49,84,45,10
11342,Colonia Department,198,-57.7870309,-34.250584,Den,37,83,11,42,64,70,61,74,73,88,69,88,34,25
11343,Colonia Department,198,-57.7870309,-34.250584,Allo,22,15,66,71,79,90,14,30,53,82,94,96,56,90
11344,Colonia Department,198,-57.7870309,-34.250584,Nat,58,13,20,15,68,97,91,90,46,88,36,21,37,86
11345,Colonia Department,198,-57.7870309,-34.250584,Vet,49,60,23,15,45,90,89,68,47,92,27,97,99,95
11346,Colonia Department,198,-57.7870309,-34.250584,Ene,84,84,90,74,74,46,54,31,48,58,84,49,29,65
11347,Colonia Department,198,-57.7870309,-34.250584,hom,56,88,28,30,68,80,93,56,90,11,92,54,45,14
11348,Colonia Department,198,-57.7870309,-34.250584,Tra,26,91,40,41,65,40,60,30,19,99,91,21,54,68
11349,Colonia Department,198,-57.7870309,-34.250584,Una,64,55,89,32,19,46,34,68,29,50,94,64,95,63
11350,Flores Department,198,-61.26130538878063,10.4430243,Ayu,61,50,93,12,50,80,61,64,67,94,26,79,93,68
11351,Flores Department,198,-61.26130538878063,10.4430243,Chi,74,26,94,52,92,17,81,96,66,17,37,58,20,59
11352,Flores Department,198,-61.26130538878063,10.4430243,Den,32,49,60,35,97,12,40,23,51,11,92,22,63,64
11353,Flores Department,198,-61.26130538878063,10.4430243,Allo,88,53,73,42,69,74,89,18,43,79,38,53,27,98
11354,Flores Department,198,-61.26130538878063,10.4430243,Nat,26,88,49,53,61,47,71,37,50,80,47,52,68,50
11355,Flores Department,198,-61.26130538878063,10.4430243,Vet,54,68,26,52,83,59,39,32,74,30,34,60,19,58
11356,Flores Department,198,-61.26130538878063,10.4430243,Ene,92,72,14,76,89,19,53,39,66,69,53,23,57,27
11357,Flores Department,198,-61.26130538878063,10.4430243,hom,86,10,86,85,25,90,22,70,52,22,45,99,52,71
11358,Flores Department,198,-61.26130538878063,10.4430243,Tra,98,44,93,12,14,38,40,92,10,61,15,87,55,40
11359,Flores Department,198,-61.26130538878063,10.4430243,Una,10,75,22,80,25,18,23,96,92,20,96,61,42,27
11360,Florida Department,198,-81.4639835,27.7567667,Ayu,66,44,70,90,84,66,95,90,51,61,83,39,12,50
11361,Florida Department,198,-81.4639835,27.7567667,Chi,29,33,56,73,46,86,99,95,31,67,35,61,94,39
11362,Florida Department,198,-81.4639835,27.7567667,Den,54,41,87,30,38,50,97,64,69,10,63,29,13,90
11363,Florida Department,198,-81.4639835,27.7567667,Allo,64,15,40,62,51,26,39,24,59,72,46,85,74,59
11364,Florida Department,198,-81.4639835,27.7567667,Nat,90,28,32,48,21,15,76,28,65,10,65,19,88,33
11365,Florida Department,198,-81.4639835,27.7567667,Vet,80,10,36,52,84,64,93,49,86,10,99,62,16,74
11366,Florida Department,198,-81.4639835,27.7567667,Ene,27,16,43,51,27,88,41,58,72,88,80,37,77,61
11367,Florida Department,198,-81.4639835,27.7567667,hom,20,64,22,21,74,58,96,48,76,73,46,27,34,28
11368,Florida Department,198,-81.4639835,27.7567667,Tra,14,64,53,46,60,50,20,61,35,17,97,21,13,53
11369,Florida Department,198,-81.4639835,27.7567667,Una,32,19,37,46,15,54,12,95,26,23,91,26,86,51
11370,Maldonado Department,198,-77.38803096666668,-10.7890048,Ayu,16,13,92,90,58,46,46,19,83,60,85,76,84,75
11371,Maldonado Department,198,-77.38803096666668,-10.7890048,Chi,25,54,43,12,25,93,80,58,55,51,79,75,65,64
11372,Maldonado Department,198,-77.38803096666668,-10.7890048,Den,34,60,46,67,88,22,44,11,46,65,54,50,55,55
11373,Maldonado Department,198,-77.38803096666668,-10.7890048,Allo,92,94,64,31,82,36,49,49,29,98,68,96,76,91
11374,Maldonado Department,198,-77.38803096666668,-10.7890048,Nat,51,95,29,29,73,20,12,88,35,30,43,65,61,14
11375,Maldonado Department,198,-77.38803096666668,-10.7890048,Vet,52,85,16,34,35,58,52,82,51,50,35,98,34,61
11376,Maldonado Department,198,-77.38803096666668,-10.7890048,Ene,58,31,81,54,66,68,90,77,67,20,83,21,98,74
11377,Maldonado Department,198,-77.38803096666668,-10.7890048,hom,86,62,66,24,22,99,60,77,89,73,90,93,59,28
11378,Maldonado Department,198,-77.38803096666668,-10.7890048,Tra,66,45,95,78,55,16,12,24,83,98,92,34,91,57
11379,Maldonado Department,198,-77.38803096666668,-10.7890048,Una,52,46,79,96,39,81,55,73,73,23,39,25,47,88
11380,Paysandu Department,198,-58.0892136,-32.3217257,Ayu,97,72,91,66,36,56,60,95,30,35,31,27,98,10
11381,Paysandu Department,198,-58.0892136,-32.3217257,Chi,43,90,94,27,18,78,11,95,63,72,25,10,41,97
11382,Paysandu Department,198,-58.0892136,-32.3217257,Den,23,69,19,29,97,85,23,76,36,53,29,82,38,12
11383,Paysandu Department,198,-58.0892136,-32.3217257,Allo,61,50,43,99,43,74,53,28,19,92,12,90,54,85
11384,Paysandu Department,198,-58.0892136,-32.3217257,Nat,72,37,24,49,84,90,30,35,79,88,10,98,42,48
11385,Paysandu Department,198,-58.0892136,-32.3217257,Vet,47,56,37,69,69,78,93,43,85,85,39,11,45,71
11386,Paysandu Department,198,-58.0892136,-32.3217257,Ene,83,76,63,76,84,44,62,16,65,73,68,87,42,35
11387,Paysandu Department,198,-58.0892136,-32.3217257,hom,66,85,53,19,82,83,45,44,98,46,95,37,75,69
11388,Paysandu Department,198,-58.0892136,-32.3217257,Tra,26,23,76,18,98,94,18,57,79,22,79,79,23,20
11389,Paysandu Department,198,-58.0892136,-32.3217257,Una,26,90,71,57,48,75,70,35,91,71,62,10,51,48
11390,Rio Negro Department,198,-58.3130977,-33.1165167,Ayu,25,80,24,78,74,37,34,37,87,99,12,95,86,15
11391,Rio Negro Department,198,-58.3130977,-33.1165167,Chi,67,99,86,83,19,15,14,76,94,24,22,74,91,85
11392,Rio Negro Department,198,-58.3130977,-33.1165167,Den,15,79,74,13,50,45,77,20,53,60,98,68,10,72
11393,Rio Negro Department,198,-58.3130977,-33.1165167,Allo,37,99,46,46,10,76,40,44,81,18,17,35,36,87
11394,Rio Negro Department,198,-58.3130977,-33.1165167,Nat,47,47,93,97,12,20,97,56,25,35,84,73,19,56
11395,Rio Negro Department,198,-58.3130977,-33.1165167,Vet,32,61,26,69,40,99,53,99,12,49,43,29,59,57
11396,Rio Negro Department,198,-58.3130977,-33.1165167,Ene,96,28,10,95,54,42,18,41,63,22,73,35,84,77
11397,Rio Negro Department,198,-58.3130977,-33.1165167,hom,53,16,19,77,44,62,42,89,99,42,98,83,37,55
11398,Rio Negro Department,198,-58.3130977,-33.1165167,Tra,17,20,88,45,80,40,68,23,40,12,16,18,17,92
11399,Rio Negro Department,198,-58.3130977,-33.1165167,Una,99,10,73,37,71,34,53,13,15,44,12,58,66,77
11400,Rivera Department,198,-55.5408151,-30.900058,Ayu,26,22,63,27,26,30,21,77,24,56,10,48,41,59
11401,Rivera Department,198,-55.5408151,-30.900058,Chi,98,55,13,45,28,77,83,94,20,81,92,10,63,20
11402,Rivera Department,198,-55.5408151,-30.900058,Den,46,72,45,68,71,22,38,61,85,11,77,94,47,33
11403,Rivera Department,198,-55.5408151,-30.900058,Allo,72,56,59,32,28,99,83,16,30,13,30,89,44,63
